aum_id,month_end,aum_amount
AUM_A034_PER202409,2024-09-30,36945000.0
AUM_A035_PER202409,2024-09-30,37795000.0
AUM_A036_PER202409,2024-09-30,38645000.0
AUM_A037_PER202409,2024-09-30,39495000.0
AUM_A038_PER202409,2024-09-30,40345000.0
AUM_A039_PER202409,2024-09-30,41195000.0
AUM_A040_PER202409,2024-09-30,42045000.0
AUM_A041_PER202409,2024-09-30,42895000.0
AUM_A042_PER202409,2024-09-30,43745000.0
AUM_A043_PER202409,2024-09-30,44595000.0
AUM_A044_PER202409,2024-09-30,45445000.0
AUM_A045_PER202409,2024-09-30,46295000.0
AUM_A046_PER202409,2024-09-30,47145000.0
AUM_A047_PER202409,2024-09-30,47995000.0
AUM_A048_PER202409,2024-09-30,48845000.0
AUM_A049_PER202409,2024-09-30,49695000.0
AUM_A050_PER202409,2024-09-30,50545000.0
AUM_A051_PER202409,2024-09-30,51386900.0
AUM_A052_PER202409,2024-09-30,52236900.0
AUM_A053_PER202409,2024-09-30,53086900.0
AUM_A054_PER202409,2024-09-30,53936900.0
AUM_A055_PER202409,2024-09-30,54786900.0
AUM_A056_PER202409,2024-09-30,55636900.0
AUM_A057_PER202409,2024-09-30,56486900.0
AUM_A058_PER202409,2024-09-30,57336900.0
AUM_A059_PER202409,2024-09-30,58186900.0
AUM_A060_PER202409,2024-09-30,59036900.0
AUM_A001_PER202410,2024-10-31,8956200.0
AUM_A002_PER202410,2024-10-31,9806200.0
AUM_A003_PER202410,2024-10-31,10656200.0
AUM_A004_PER202410,2024-10-31,11506200.0
AUM_A005_PER202410,2024-10-31,12356200.0
AUM_A006_PER202410,2024-10-31,13206200.0
AUM_A007_PER202410,2024-10-31,14056200.0
AUM_A008_PER202410,2024-10-31,14906200.0
AUM_A009_PER202410,2024-10-31,15756200.0
AUM_A010_PER202410,2024-10-31,16606200.0
AUM_A011_PER202410,2024-10-31,17440000.0
AUM_A012_PER202410,2024-10-31,18290000.0
AUM_A013_PER202410,2024-10-31,19140000.0
AUM_A014_PER202410,2024-10-31,19990000.0
AUM_A015_PER202410,2024-10-31,20840000.0
AUM_A016_PER202410,2024-10-31,21690000.0
AUM_A017_PER202410,2024-10-31,22540000.0
AUM_A018_PER202410,2024-10-31,23390000.0
AUM_A019_PER202410,2024-10-31,24240000.0
AUM_A020_PER202410,2024-10-31,25090000.0
AUM_A021_PER202410,2024-10-31,25940000.0
AUM_A022_PER202410,2024-10-31,26790000.0
AUM_A023_PER202410,2024-10-31,27640000.0
AUM_A024_PER202410,2024-10-31,28490000.0
AUM_A025_PER202410,2024-10-31,29340000.0
AUM_A026_PER202410,2024-10-31,30190000.0
AUM_A027_PER202410,2024-10-31,31040000.0
AUM_A028_PER202410,2024-10-31,31890000.0
AUM_A029_PER202410,2024-10-31,32740000.0
AUM_A030_PER202410,2024-10-31,33590000.0
AUM_A031_PER202410,2024-10-31,34440000.0
AUM_A032_PER202410,2024-10-31,35290000.0
AUM_A033_PER202410,2024-10-31,36140000.0
AUM_A034_PER202410,2024-10-31,36990000.0
AUM_A035_PER202410,2024-10-31,37840000.0
AUM_A036_PER202410,2024-10-31,38690000.0
AUM_A037_PER202410,2024-10-31,39540000.0
AUM_A038_PER202410,2024-10-31,40390000.0
AUM_A039_PER202410,2024-10-31,41240000.0
AUM_A040_PER202410,2024-10-31,42090000.0
AUM_A041_PER202410,2024-10-31,42940000.0
AUM_A042_PER202410,2024-10-31,43790000.0
AUM_A043_PER202410,2024-10-31,44640000.0
AUM_A044_PER202410,2024-10-31,45490000.0
AUM_A045_PER202410,2024-10-31,46340000.0
AUM_A046_PER202410,2024-10-31,47190000.0
AUM_A047_PER202410,2024-10-31,48040000.0
AUM_A048_PER202410,2024-10-31,48890000.0
AUM_A049_PER202410,2024-10-31,49740000.0
AUM_A050_PER202410,2024-10-31,50590000.0
AUM_A051_PER202410,2024-10-31,51423800.0
AUM_A052_PER202410,2024-10-31,52273800.0
AUM_A053_PER202410,2024-10-31,53123800.0
AUM_A054_PER202410,2024-10-31,53973800.0
AUM_A055_PER202410,2024-10-31,54823800.0
AUM_A056_PER202410,2024-10-31,55673800.0
AUM_A057_PER202410,2024-10-31,56523800.0
AUM_A058_PER202410,2024-10-31,57373800.0
AUM_A059_PER202410,2024-10-31,58223800.0
AUM_A060_PER202410,2024-10-31,59073800.0
AUM_A001_PER202411,2024-11-30,9009300.0
AUM_A002_PER202411,2024-11-30,9859300.0
AUM_A003_PER202411,2024-11-30,10709300.0
AUM_A004_PER202411,2024-11-30,11559300.0
AUM_A005_PER202411,2024-11-30,12409300.0
AUM_A006_PER202411,2024-11-30,13259300.0
AUM_A007_PER202411,2024-11-30,14109300.0
AUM_A008_PER202411,2024-11-30,14959300.0
AUM_A009_PER202411,2024-11-30,15809300.0
AUM_A010_PER202411,2024-11-30,16659300.0
AUM_A011_PER202411,2024-11-30,17485000.0
AUM_A012_PER202411,2024-11-30,18335000.0
AUM_A013_PER202411,2024-11-30,19185000.0
AUM_A014_PER202411,2024-11-30,20035000.0
AUM_A015_PER202411,2024-11-30,20885000.0
AUM_A016_PER202411,2024-11-30,21735000.0
AUM_A017_PER202411,2024-11-30,22585000.0
AUM_A018_PER202411,2024-11-30,23435000.0
AUM_A019_PER202411,2024-11-30,24285000.0
AUM_A020_PER202411,2024-11-30,25135000.0
AUM_A021_PER202411,2024-11-30,25985000.0
AUM_A022_PER202411,2024-11-30,26835000.0
AUM_A023_PER202411,2024-11-30,27685000.0
AUM_A024_PER202411,2024-11-30,28535000.0
AUM_A025_PER202411,2024-11-30,29385000.0
AUM_A026_PER202411,2024-11-30,30235000.0
AUM_A027_PER202411,2024-11-30,31085000.0
AUM_A028_PER202411,2024-11-30,31935000.0
AUM_A029_PER202411,2024-11-30,32785000.0
AUM_A030_PER202411,2024-11-30,33635000.0
AUM_A031_PER202411,2024-11-30,34485000.0
AUM_A032_PER202411,2024-11-30,35335000.0
AUM_A033_PER202411,2024-11-30,36185000.0
AUM_A034_PER202411,2024-11-30,37035000.0
AUM_A035_PER202411,2024-11-30,37885000.0
AUM_A036_PER202411,2024-11-30,38735000.0
AUM_A037_PER202411,2024-11-30,39585000.0
AUM_A038_PER202411,2024-11-30,40435000.0
AUM_A039_PER202411,2024-11-30,41285000.0
AUM_A040_PER202411,2024-11-30,42135000.0
AUM_A041_PER202411,2024-11-30,42985000.0
AUM_A042_PER202411,2024-11-30,43835000.0
AUM_A043_PER202411,2024-11-30,44685000.0
AUM_A044_PER202411,2024-11-30,45535000.0
AUM_A045_PER202411,2024-11-30,46385000.0
AUM_A046_PER202411,2024-11-30,47235000.0
AUM_A047_PER202411,2024-11-30,48085000.0
AUM_A048_PER202411,2024-11-30,48935000.0
AUM_A049_PER202411,2024-11-30,49785000.0
AUM_A050_PER202411,2024-11-30,50635000.0
AUM_A051_PER202411,2024-11-30,51460700.0
AUM_A052_PER202411,2024-11-30,52310700.0
AUM_A053_PER202411,2024-11-30,53160700.0
AUM_A054_PER202411,2024-11-30,54010700.0
AUM_A055_PER202411,2024-11-30,54860700.0
AUM_A056_PER202411,2024-11-30,55710700.0
AUM_A057_PER202411,2024-11-30,56560700.0
AUM_A058_PER202411,2024-11-30,57410700.0
AUM_A059_PER202411,2024-11-30,58260700.0
AUM_A060_PER202411,2024-11-30,59110700.0
AUM_A001_PER202412,2024-12-31,9062400.0
AUM_A002_PER202412,2024-12-31,9912400.0
AUM_A003_PER202412,2024-12-31,10762400.0
AUM_A004_PER202412,2024-12-31,11612400.0
AUM_A005_PER202412,2024-12-31,12462400.0
AUM_A006_PER202412,2024-12-31,13312400.0
AUM_A007_PER202412,2024-12-31,14162400.0
AUM_A008_PER202412,2024-12-31,15012400.0
AUM_A009_PER202412,2024-12-31,15862400.0
AUM_A010_PER202412,2024-12-31,16712400.0
AUM_A011_PER202412,2024-12-31,17530000.0
AUM_A012_PER202412,2024-12-31,18380000.0
AUM_A013_PER202412,2024-12-31,19230000.0
AUM_A014_PER202412,2024-12-31,20080000.0
AUM_A015_PER202412,2024-12-31,20930000.0
AUM_A016_PER202412,2024-12-31,21780000.0
AUM_A017_PER202412,2024-12-31,22630000.0
AUM_A018_PER202412,2024-12-31,23480000.0
AUM_A019_PER202412,2024-12-31,24330000.0
AUM_A020_PER202412,2024-12-31,25180000.0
AUM_A021_PER202412,2024-12-31,26030000.0
AUM_A022_PER202412,2024-12-31,26880000.0
AUM_A023_PER202412,2024-12-31,27730000.0
AUM_A024_PER202412,2024-12-31,28580000.0
AUM_A025_PER202412,2024-12-31,29430000.0
AUM_A026_PER202412,2024-12-31,30280000.0
AUM_A027_PER202412,2024-12-31,31130000.0
AUM_A028_PER202412,2024-12-31,31980000.0
AUM_A029_PER202412,2024-12-31,32830000.0
AUM_A030_PER202412,2024-12-31,33680000.0
AUM_A031_PER202412,2024-12-31,34530000.0
AUM_A032_PER202412,2024-12-31,35380000.0
AUM_A033_PER202412,2024-12-31,36230000.0
AUM_A034_PER202412,2024-12-31,37080000.0
AUM_A035_PER202412,2024-12-31,37930000.0
AUM_A036_PER202412,2024-12-31,38780000.0
AUM_A037_PER202412,2024-12-31,39630000.0
AUM_A038_PER202412,2024-12-31,40480000.0
AUM_A039_PER202412,2024-12-31,41330000.0
AUM_A040_PER202412,2024-12-31,42180000.0
AUM_A041_PER202412,2024-12-31,43030000.0
AUM_A042_PER202412,2024-12-31,43880000.0
AUM_A043_PER202412,2024-12-31,44730000.0
AUM_A044_PER202412,2024-12-31,45580000.0
AUM_A045_PER202412,2024-12-31,46430000.0
AUM_A046_PER202412,2024-12-31,47280000.0
AUM_A047_PER202412,2024-12-31,48130000.0
AUM_A048_PER202412,2024-12-31,48980000.0
AUM_A049_PER202412,2024-12-31,49830000.0
AUM_A050_PER202412,2024-12-31,50680000.0
AUM_A051_PER202412,2024-12-31,51497600.0
AUM_A052_PER202412,2024-12-31,52347600.0
AUM_A053_PER202412,2024-12-31,53197600.0
AUM_A054_PER202412,2024-12-31,54047600.0
AUM_A055_PER202412,2024-12-31,54897600.0
AUM_A056_PER202412,2024-12-31,55747600.0
AUM_A057_PER202412,2024-12-31,56597600.0
AUM_A058_PER202412,2024-12-31,57447600.0
AUM_A059_PER202412,2024-12-31,58297600.0
AUM_A060_PER202412,2024-12-31,59147600.0
AUM_A001_PER202501,2025-01-31,9115500.0
AUM_A002_PER202501,2025-01-31,9965500.0
AUM_A003_PER202501,2025-01-31,10815500.0
AUM_A004_PER202501,2025-01-31,11665500.0
AUM_A005_PER202501,2025-01-31,12515500.0
AUM_A006_PER202501,2025-01-31,13365500.0
AUM_A007_PER202501,2025-01-31,14215500.0
AUM_A008_PER202501,2025-01-31,15065500.0
AUM_A009_PER202501,2025-01-31,15915500.0
AUM_A010_PER202501,2025-01-31,16765500.0
AUM_A011_PER202501,2025-01-31,17575000.0
AUM_A012_PER202501,2025-01-31,18425000.0
AUM_A013_PER202501,2025-01-31,19275000.0
AUM_A014_PER202501,2025-01-31,20125000.0
AUM_A015_PER202501,2025-01-31,20975000.0
AUM_A016_PER202501,2025-01-31,21825000.0
AUM_A017_PER202501,2025-01-31,22675000.0
AUM_A018_PER202501,2025-01-31,23525000.0
AUM_A019_PER202501,2025-01-31,24375000.0
AUM_A020_PER202501,2025-01-31,25225000.0
AUM_A021_PER202501,2025-01-31,26075000.0
AUM_A022_PER202501,2025-01-31,26925000.0
AUM_A023_PER202501,2025-01-31,27775000.0
AUM_A024_PER202501,2025-01-31,28625000.0
AUM_A025_PER202501,2025-01-31,29475000.0
AUM_A026_PER202501,2025-01-31,30325000.0
AUM_A027_PER202501,2025-01-31,31175000.0
AUM_A028_PER202501,2025-01-31,32025000.0
AUM_A029_PER202501,2025-01-31,32875000.0
AUM_A030_PER202501,2025-01-31,33725000.0
AUM_A031_PER202501,2025-01-31,34575000.0
AUM_A032_PER202501,2025-01-31,35425000.0
AUM_A033_PER202501,2025-01-31,36275000.0
AUM_A034_PER202501,2025-01-31,37125000.0
AUM_A035_PER202501,2025-01-31,37975000.0
AUM_A036_PER202501,2025-01-31,38825000.0
AUM_A037_PER202501,2025-01-31,39675000.0
AUM_A038_PER202501,2025-01-31,40525000.0
AUM_A039_PER202501,2025-01-31,41375000.0
AUM_A040_PER202501,2025-01-31,42225000.0
AUM_A041_PER202501,2025-01-31,43075000.0
AUM_A042_PER202501,2025-01-31,43925000.0
AUM_A043_PER202501,2025-01-31,44775000.0
AUM_A044_PER202501,2025-01-31,45625000.0
AUM_A045_PER202501,2025-01-31,46475000.0
AUM_A046_PER202501,2025-01-31,47325000.0
AUM_A047_PER202501,2025-01-31,48175000.0
AUM_A048_PER202501,2025-01-31,49025000.0
AUM_A049_PER202501,2025-01-31,49875000.0
AUM_A050_PER202501,2025-01-31,50725000.0
AUM_A051_PER202501,2025-01-31,51534500.0
AUM_A052_PER202501,2025-01-31,52384500.0
AUM_A053_PER202501,2025-01-31,53234500.0
AUM_A054_PER202501,2025-01-31,54084500.0
AUM_A055_PER202501,2025-01-31,54934500.0
AUM_A056_PER202501,2025-01-31,55784500.0
AUM_A057_PER202501,2025-01-31,56634500.0
AUM_A058_PER202501,2025-01-31,57484500.0
AUM_A059_PER202501,2025-01-31,58334500.0
AUM_A060_PER202501,2025-01-31,59184500.0
AUM_A001_PER202502,2025-02-28,9168600.0
AUM_A002_PER202502,2025-02-28,10018600.0
AUM_A003_PER202502,2025-02-28,10868600.0
AUM_A004_PER202502,2025-02-28,11718600.0
AUM_A005_PER202502,2025-02-28,12568600.0
AUM_A006_PER202502,2025-02-28,13418600.0
AUM_A007_PER202502,2025-02-28,14268600.0
AUM_A008_PER202502,2025-02-28,15118600.0
AUM_A009_PER202502,2025-02-28,15968600.0
AUM_A010_PER202502,2025-02-28,16818600.0
AUM_A011_PER202502,2025-02-28,17620000.0
AUM_A012_PER202502,2025-02-28,18470000.0
AUM_A013_PER202502,2025-02-28,19320000.0
AUM_A014_PER202502,2025-02-28,20170000.0
AUM_A015_PER202502,2025-02-28,21020000.0
AUM_A016_PER202502,2025-02-28,21870000.0
AUM_A017_PER202502,2025-02-28,22720000.0
AUM_A018_PER202502,2025-02-28,23570000.0
AUM_A019_PER202502,2025-02-28,24420000.0
AUM_A020_PER202502,2025-02-28,25270000.0
AUM_A021_PER202502,2025-02-28,26120000.0
AUM_A022_PER202502,2025-02-28,26970000.0
AUM_A023_PER202502,2025-02-28,27820000.0
AUM_A024_PER202502,2025-02-28,28670000.0
AUM_A025_PER202502,2025-02-28,29520000.0
AUM_A026_PER202502,2025-02-28,30370000.0
AUM_A027_PER202502,2025-02-28,31220000.0
AUM_A028_PER202502,2025-02-28,32070000.0
AUM_A029_PER202502,2025-02-28,32920000.0
AUM_A030_PER202502,2025-02-28,33770000.0
AUM_A031_PER202502,2025-02-28,34620000.0
AUM_A032_PER202502,2025-02-28,35470000.0
AUM_A033_PER202502,2025-02-28,36320000.0
AUM_A034_PER202502,2025-02-28,37170000.0
AUM_A035_PER202502,2025-02-28,38020000.0
AUM_A036_PER202502,2025-02-28,38870000.0
AUM_A037_PER202502,2025-02-28,39720000.0
AUM_A038_PER202502,2025-02-28,40570000.0
AUM_A039_PER202502,2025-02-28,41420000.0
AUM_A040_PER202502,2025-02-28,42270000.0
AUM_A041_PER202502,2025-02-28,43120000.0
AUM_A042_PER202502,2025-02-28,43970000.0
AUM_A043_PER202502,2025-02-28,44820000.0
AUM_A044_PER202502,2025-02-28,45670000.0
AUM_A045_PER202502,2025-02-28,46520000.0
AUM_A046_PER202502,2025-02-28,47370000.0
AUM_A047_PER202502,2025-02-28,48220000.0
AUM_A048_PER202502,2025-02-28,49070000.0
AUM_A049_PER202502,2025-02-28,49920000.0
AUM_A050_PER202502,2025-02-28,50770000.0
AUM_A051_PER202502,2025-02-28,51571400.0
AUM_A052_PER202502,2025-02-28,52421400.0
AUM_A053_PER202502,2025-02-28,53271400.0
AUM_A054_PER202502,2025-02-28,54121400.0
AUM_A055_PER202502,2025-02-28,54971400.0
AUM_A056_PER202502,2025-02-28,55821400.0
AUM_A057_PER202502,2025-02-28,56671400.0
AUM_A058_PER202502,2025-02-28,57521400.0
AUM_A059_PER202502,2025-02-28,58371400.0
AUM_A060_PER202502,2025-02-28,59221400.0
AUM_A001_PER202503,2025-03-31,9221700.0
AUM_A002_PER202503,2025-03-31,10071700.0
AUM_A003_PER202503,2025-03-31,10921700.0
AUM_A004_PER202503,2025-03-31,11771700.0
AUM_A005_PER202503,2025-03-31,12621700.0
AUM_A006_PER202503,2025-03-31,13471700.0
AUM_A007_PER202503,2025-03-31,14321700.0
AUM_A008_PER202503,2025-03-31,15171700.0
AUM_A009_PER202503,2025-03-31,16021700.0
AUM_A010_PER202503,2025-03-31,16871700.0
AUM_A011_PER202503,2025-03-31,17665000.0
AUM_A012_PER202503,2025-03-31,18515000.0
AUM_A013_PER202503,2025-03-31,19365000.0
AUM_A014_PER202503,2025-03-31,20215000.0
AUM_A015_PER202503,2025-03-31,21065000.0
AUM_A016_PER202503,2025-03-31,21915000.0
AUM_A017_PER202503,2025-03-31,22765000.0
AUM_A018_PER202503,2025-03-31,23615000.0
AUM_A019_PER202503,2025-03-31,24465000.0
AUM_A020_PER202503,2025-03-31,25315000.0
AUM_A021_PER202503,2025-03-31,26165000.0
AUM_A022_PER202503,2025-03-31,27015000.0
AUM_A023_PER202503,2025-03-31,27865000.0
AUM_A024_PER202503,2025-03-31,28715000.0
AUM_A025_PER202503,2025-03-31,29565000.0
AUM_A026_PER202503,2025-03-31,30415000.0
AUM_A027_PER202503,2025-03-31,31265000.0
AUM_A028_PER202503,2025-03-31,32115000.0
AUM_A029_PER202503,2025-03-31,32965000.0
AUM_A030_PER202503,2025-03-31,33815000.0
AUM_A031_PER202503,2025-03-31,34665000.0
AUM_A032_PER202503,2025-03-31,35515000.0
AUM_A033_PER202503,2025-03-31,36365000.0
AUM_A034_PER202503,2025-03-31,37215000.0
AUM_A035_PER202503,2025-03-31,38065000.0
AUM_A036_PER202503,2025-03-31,38915000.0
AUM_A037_PER202503,2025-03-31,39765000.0
AUM_A038_PER202503,2025-03-31,40615000.0
AUM_A039_PER202503,2025-03-31,41465000.0
AUM_A040_PER202503,2025-03-31,42315000.0
AUM_A041_PER202503,2025-03-31,43165000.0
AUM_A042_PER202503,2025-03-31,44015000.0
AUM_A043_PER202503,2025-03-31,44865000.0
AUM_A044_PER202503,2025-03-31,45715000.0
AUM_A045_PER202503,2025-03-31,46565000.0
AUM_A046_PER202503,2025-03-31,47415000.0
AUM_A047_PER202503,2025-03-31,48265000.0
AUM_A048_PER202503,2025-03-31,49115000.0
AUM_A049_PER202503,2025-03-31,49965000.0
AUM_A050_PER202503,2025-03-31,50815000.0
AUM_A051_PER202503,2025-03-31,51608300.0
AUM_A052_PER202503,2025-03-31,52458300.0
AUM_A053_PER202503,2025-03-31,53308300.0
AUM_A054_PER202503,2025-03-31,54158300.0
AUM_A055_PER202503,2025-03-31,55008300.0
AUM_A056_PER202503,2025-03-31,55858300.0
AUM_A057_PER202503,2025-03-31,56708300.0
AUM_A058_PER202503,2025-03-31,57558300.0
AUM_A059_PER202503,2025-03-31,58408300.0
AUM_A060_PER202503,2025-03-31,59258300.0
AUM_A001_PER202504,2025-04-30,9274800.0
AUM_A002_PER202504,2025-04-30,10124800.0
AUM_A003_PER202504,2025-04-30,10974800.0
AUM_A004_PER202504,2025-04-30,11824800.0
AUM_A005_PER202504,2025-04-30,12674800.0
AUM_A006_PER202504,2025-04-30,13524800.0
AUM_A007_PER202504,2025-04-30,14374800.0
AUM_A008_PER202504,2025-04-30,15224800.0
AUM_A009_PER202504,2025-04-30,16074800.0
AUM_A010_PER202504,2025-04-30,16924800.0
AUM_A011_PER202504,2025-04-30,17710000.0
AUM_A012_PER202504,2025-04-30,18560000.0
AUM_A013_PER202504,2025-04-30,19410000.0
AUM_A014_PER202504,2025-04-30,20260000.0
AUM_A015_PER202504,2025-04-30,21110000.0
AUM_A016_PER202504,2025-04-30,21960000.0
AUM_A017_PER202504,2025-04-30,22810000.0
AUM_A018_PER202504,2025-04-30,23660000.0
AUM_A019_PER202504,2025-04-30,24510000.0
AUM_A020_PER202504,2025-04-30,25360000.0
AUM_A021_PER202504,2025-04-30,26210000.0
AUM_A022_PER202504,2025-04-30,27060000.0
AUM_A023_PER202504,2025-04-30,27910000.0
AUM_A024_PER202504,2025-04-30,28760000.0
AUM_A025_PER202504,2025-04-30,29610000.0
AUM_A026_PER202504,2025-04-30,30460000.0
AUM_A027_PER202504,2025-04-30,31310000.0
AUM_A028_PER202504,2025-04-30,32160000.0
AUM_A029_PER202504,2025-04-30,33010000.0
AUM_A030_PER202504,2025-04-30,33860000.0
AUM_A031_PER202504,2025-04-30,34710000.0
AUM_A032_PER202504,2025-04-30,35560000.0
AUM_A033_PER202504,2025-04-30,36410000.0
AUM_A034_PER202504,2025-04-30,37260000.0
AUM_A035_PER202504,2025-04-30,38110000.0
AUM_A036_PER202504,2025-04-30,38960000.0
AUM_A037_PER202504,2025-04-30,39810000.0
AUM_A038_PER202504,2025-04-30,40660000.0
AUM_A039_PER202504,2025-04-30,41510000.0
AUM_A040_PER202504,2025-04-30,42360000.0
AUM_A041_PER202504,2025-04-30,43210000.0
AUM_A042_PER202504,2025-04-30,44060000.0
AUM_A043_PER202504,2025-04-30,44910000.0
AUM_A044_PER202504,2025-04-30,45760000.0
AUM_A045_PER202504,2025-04-30,46610000.0
AUM_A046_PER202504,2025-04-30,47460000.0
AUM_A047_PER202504,2025-04-30,48310000.0
AUM_A048_PER202504,2025-04-30,49160000.0
AUM_A049_PER202504,2025-04-30,50010000.0
AUM_A050_PER202504,2025-04-30,50860000.0
AUM_A051_PER202504,2025-04-30,51645200.0
AUM_A052_PER202504,2025-04-30,52495200.0
AUM_A053_PER202504,2025-04-30,53345200.0
AUM_A054_PER202504,2025-04-30,54195200.0
AUM_A055_PER202504,2025-04-30,55045200.0
AUM_A056_PER202504,2025-04-30,55895200.0
AUM_A057_PER202504,2025-04-30,56745200.0
AUM_A058_PER202504,2025-04-30,57595200.0
AUM_A059_PER202504,2025-04-30,58445200.0
AUM_A060_PER202504,2025-04-30,59295200.0
AUM_A001_PER202505,2025-05-31,9327900.0
AUM_A002_PER202505,2025-05-31,10177900.0
AUM_A003_PER202505,2025-05-31,11027900.0
AUM_A004_PER202505,2025-05-31,11877900.0
AUM_A005_PER202505,2025-05-31,12727900.0
AUM_A006_PER202505,2025-05-31,13577900.0
AUM_A007_PER202505,2025-05-31,14427900.0
AUM_A008_PER202505,2025-05-31,15277900.0
AUM_A009_PER202505,2025-05-31,16127900.0
AUM_A010_PER202505,2025-05-31,16977900.0
AUM_A011_PER202505,2025-05-31,17755000.0
AUM_A012_PER202505,2025-05-31,18605000.0
AUM_A013_PER202505,2025-05-31,19455000.0
AUM_A014_PER202505,2025-05-31,20305000.0
AUM_A015_PER202505,2025-05-31,21155000.0
AUM_A016_PER202505,2025-05-31,22005000.0
AUM_A017_PER202505,2025-05-31,22855000.0
AUM_A018_PER202505,2025-05-31,23705000.0
