feature_snapshot_id,entity_type,entity_id,feature_group,feature_json,feature_version,snapshot_ts,status,advisor_id
FEAT00000030,Advisor,ADV0030,advisor_growth_features,"{""revenue_ltm"": 33885.85, ""nnm_ltm"": -214458.35, ""managed_revenue_pct"": 26.0, ""crm_activity_count"": 54, ""household_count"": 10, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0030
FEAT00000031,Advisor,ADV0031,advisor_growth_features,"{""revenue_ltm"": 504711.59, ""nnm_ltm"": -1689394.22, ""managed_revenue_pct"": 27.99, ""crm_activity_count"": 56, ""household_count"": 13, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0031
FEAT00000032,Advisor,ADV0032,advisor_growth_features,"{""revenue_ltm"": 35793.85, ""nnm_ltm"": 65531.44, ""managed_revenue_pct"": 26.11, ""crm_activity_count"": 69, ""household_count"": 15, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0032
FEAT00000033,Advisor,ADV0033,advisor_growth_features,"{""revenue_ltm"": 114170.36, ""nnm_ltm"": 103372.66, ""managed_revenue_pct"": 28.24, ""crm_activity_count"": 35, ""household_count"": 13, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0033
FEAT00000034,Advisor,ADV0034,advisor_growth_features,"{""revenue_ltm"": 427559.73, ""nnm_ltm"": -265181.32, ""managed_revenue_pct"": 26.69, ""crm_activity_count"": 39, ""household_count"": 18, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0034
FEAT00000035,Advisor,ADV0035,advisor_growth_features,"{""revenue_ltm"": 109760.34, ""nnm_ltm"": 155899.58, ""managed_revenue_pct"": 25.32, ""crm_activity_count"": 46, ""household_count"": 10, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0035
FEAT00000036,Advisor,ADV0036,advisor_growth_features,"{""revenue_ltm"": 65051.6, ""nnm_ltm"": 1039703.31, ""managed_revenue_pct"": 30.16, ""crm_activity_count"": 56, ""household_count"": 16, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0036
FEAT00000037,Advisor,ADV0037,advisor_growth_features,"{""revenue_ltm"": 88163.99, ""nnm_ltm"": -515.66, ""managed_revenue_pct"": 25.84, ""crm_activity_count"": 56, ""household_count"": 17, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0037
FEAT00000038,Advisor,ADV0038,advisor_growth_features,"{""revenue_ltm"": 45108.26, ""nnm_ltm"": 112400.31, ""managed_revenue_pct"": 29.57, ""crm_activity_count"": 46, ""household_count"": 18, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0038
FEAT00000039,Advisor,ADV0039,advisor_growth_features,"{""revenue_ltm"": 78608.26, ""nnm_ltm"": 217708.88, ""managed_revenue_pct"": 26.36, ""crm_activity_count"": 62, ""household_count"": 11, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0039
FEAT00000040,Advisor,ADV0040,advisor_growth_features,"{""revenue_ltm"": 63692.04, ""nnm_ltm"": -334555.14, ""managed_revenue_pct"": 29.62, ""crm_activity_count"": 42, ""household_count"": 12, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0040
FEAT00000041,Advisor,ADV0041,advisor_growth_features,"{""revenue_ltm"": 62417.21, ""nnm_ltm"": -463406.05, ""managed_revenue_pct"": 27.71, ""crm_activity_count"": 59, ""household_count"": 13, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0041
FEAT00000042,Advisor,ADV0042,advisor_growth_features,"{""revenue_ltm"": 164436.07, ""nnm_ltm"": -590189.87, ""managed_revenue_pct"": 27.34, ""crm_activity_count"": 50, ""household_count"": 16, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0042
FEAT00000043,Advisor,ADV0043,advisor_growth_features,"{""revenue_ltm"": 256217.28, ""nnm_ltm"": 1966962.85, ""managed_revenue_pct"": 21.56, ""crm_activity_count"": 49, ""household_count"": 12, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0043
FEAT00000044,Advisor,ADV0044,advisor_growth_features,"{""revenue_ltm"": 59950.14, ""nnm_ltm"": 340344.24, ""managed_revenue_pct"": 34.99, ""crm_activity_count"": 49, ""household_count"": 17, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0044
FEAT00000045,Advisor,ADV0045,advisor_growth_features,"{""revenue_ltm"": 283915.51, ""nnm_ltm"": -2918208.95, ""managed_revenue_pct"": 28.15, ""crm_activity_count"": 55, ""household_count"": 10, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0045
FEAT00000046,Advisor,ADV0046,advisor_growth_features,"{""revenue_ltm"": 86840.72, ""nnm_ltm"": 381065.59, ""managed_revenue_pct"": 28.48, ""crm_activity_count"": 53, ""household_count"": 14, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0046
FEAT00000047,Advisor,ADV0047,advisor_growth_features,"{""revenue_ltm"": 185128.15, ""nnm_ltm"": 1126296.67, ""managed_revenue_pct"": 25.79, ""crm_activity_count"": 55, ""household_count"": 10, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0047
FEAT00000048,Advisor,ADV0048,advisor_growth_features,"{""revenue_ltm"": 100559.79, ""nnm_ltm"": -278845.06, ""managed_revenue_pct"": 25.39, ""crm_activity_count"": 58, ""household_count"": 14, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0048
FEAT00000049,Advisor,ADV0049,advisor_growth_features,"{""revenue_ltm"": 65603.87, ""nnm_ltm"": -1092248.39, ""managed_revenue_pct"": 29.48, ""crm_activity_count"": 39, ""household_count"": 11, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0049
FEAT00000050,Advisor,ADV0050,advisor_growth_features,"{""revenue_ltm"": 90285.59, ""nnm_ltm"": -1390038.82, ""managed_revenue_pct"": 30.48, ""crm_activity_count"": 36, ""household_count"": 10, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0050
FEAT00000051,Advisor,ADV0051,advisor_growth_features,"{""revenue_ltm"": 113282.07, ""nnm_ltm"": -1381340.03, ""managed_revenue_pct"": 24.84, ""crm_activity_count"": 61, ""household_count"": 14, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0051
FEAT00000052,Advisor,ADV0052,advisor_growth_features,"{""revenue_ltm"": 112622.55, ""nnm_ltm"": -389451.99, ""managed_revenue_pct"": 28.82, ""crm_activity_count"": 58, ""household_count"": 11, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0052
FEAT00000053,Advisor,ADV0053,advisor_growth_features,"{""revenue_ltm"": 108994.81, ""nnm_ltm"": -965475.44, ""managed_revenue_pct"": 22.9, ""crm_activity_count"": 62, ""household_count"": 11, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0053
FEAT00000054,Advisor,ADV0054,advisor_growth_features,"{""revenue_ltm"": 135109.86, ""nnm_ltm"": 1544247.28, ""managed_revenue_pct"": 29.7, ""crm_activity_count"": 55, ""household_count"": 13, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0054
FEAT00000055,Advisor,ADV0055,advisor_growth_features,"{""revenue_ltm"": 52700.56, ""nnm_ltm"": -366827.98, ""managed_revenue_pct"": 26.62, ""crm_activity_count"": 47, ""household_count"": 18, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0055
FEAT00000056,Advisor,ADV0056,advisor_growth_features,"{""revenue_ltm"": 112150.74, ""nnm_ltm"": -184170.26, ""managed_revenue_pct"": 29.91, ""crm_activity_count"": 69, ""household_count"": 18, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0056
FEAT00000057,Advisor,ADV0057,advisor_growth_features,"{""revenue_ltm"": 113676.55, ""nnm_ltm"": 253738.21, ""managed_revenue_pct"": 27.27, ""crm_activity_count"": 58, ""household_count"": 16, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0057
FEAT00000058,Advisor,ADV0058,advisor_growth_features,"{""revenue_ltm"": 161732.62, ""nnm_ltm"": -941596.91, ""managed_revenue_pct"": 23.48, ""crm_activity_count"": 35, ""household_count"": 14, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0058
FEAT00000059,Advisor,ADV0059,advisor_growth_features,"{""revenue_ltm"": 715659.6, ""nnm_ltm"": 653211.49, ""managed_revenue_pct"": 24.13, ""crm_activity_count"": 38, ""household_count"": 14, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0059
FEAT00000060,Advisor,ADV0060,advisor_growth_features,"{""revenue_ltm"": 12080.73, ""nnm_ltm"": -18141.07, ""managed_revenue_pct"": 30.95, ""crm_activity_count"": 58, ""household_count"": 18, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0060
FEAT00000061,Advisor,ADV0061,advisor_growth_features,"{""revenue_ltm"": 134587.41, ""nnm_ltm"": 663707.92, ""managed_revenue_pct"": 28.8, ""crm_activity_count"": 51, ""household_count"": 18, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0061
FEAT00000062,Advisor,ADV0062,advisor_growth_features,"{""revenue_ltm"": 170058.42, ""nnm_ltm"": -1914729.53, ""managed_revenue_pct"": 26.12, ""crm_activity_count"": 48, ""household_count"": 15, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0062
FEAT00000063,Advisor,ADV0063,advisor_growth_features,"{""revenue_ltm"": 99527.92, ""nnm_ltm"": -197137.03, ""managed_revenue_pct"": 26.61, ""crm_activity_count"": 41, ""household_count"": 16, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0063
FEAT00000064,Advisor,ADV0064,advisor_growth_features,"{""revenue_ltm"": 24251.73, ""nnm_ltm"": -4841.64, ""managed_revenue_pct"": 27.79, ""crm_activity_count"": 41, ""household_count"": 10, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0064
FEAT00000065,Advisor,ADV0065,advisor_growth_features,"{""revenue_ltm"": 42365.64, ""nnm_ltm"": 177441.35, ""managed_revenue_pct"": 28.19, ""crm_activity_count"": 57, ""household_count"": 18, ""agp_enrolled"": true}",1.0,2025-12-31 00:00:00,Active,ADV0065
FEAT00000066,Advisor,ADV0066,advisor_growth_features,"{""revenue_ltm"": 55737.38, ""nnm_ltm"": -199220.28, ""managed_revenue_pct"": 28.96, ""crm_activity_count"": 48, ""household_count"": 13, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0066
FEAT00000067,Advisor,ADV0067,advisor_growth_features,"{""revenue_ltm"": 268103.86, ""nnm_ltm"": -1039824.58, ""managed_revenue_pct"": 29.34, ""crm_activity_count"": 52, ""household_count"": 17, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0067
FEAT00000068,Advisor,ADV0068,advisor_growth_features,"{""revenue_ltm"": 65177.74, ""nnm_ltm"": -121844.75, ""managed_revenue_pct"": 23.53, ""crm_activity_count"": 50, ""household_count"": 17, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0068
FEAT00000069,Advisor,ADV0069,advisor_growth_features,"{""revenue_ltm"": 164014.8, ""nnm_ltm"": 12280.82, ""managed_revenue_pct"": 23.94, ""crm_activity_count"": 36, ""household_count"": 12, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0069
FEAT00000070,Advisor,ADV0070,advisor_growth_features,"{""revenue_ltm"": 496151.78, ""nnm_ltm"": -1759598.13, ""managed_revenue_pct"": 28.52, ""crm_activity_count"": 42, ""household_count"": 13, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0070
FEAT00000071,Advisor,ADV0071,advisor_growth_features,"{""revenue_ltm"": 200338.63, ""nnm_ltm"": -2188620.59, ""managed_revenue_pct"": 23.29, ""crm_activity_count"": 48, ""household_count"": 16, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0071
FEAT00000072,Advisor,ADV0072,advisor_growth_features,"{""revenue_ltm"": 45201.05, ""nnm_ltm"": 126926.71, ""managed_revenue_pct"": 28.59, ""crm_activity_count"": 43, ""household_count"": 10, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0072
FEAT00000073,Advisor,ADV0073,advisor_growth_features,"{""revenue_ltm"": 244034.32, ""nnm_ltm"": 194109.76, ""managed_revenue_pct"": 27.68, ""crm_activity_count"": 36, ""household_count"": 10, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0073
FEAT00000074,Advisor,ADV0074,advisor_growth_features,"{""revenue_ltm"": 21767.2, ""nnm_ltm"": 296553.13, ""managed_revenue_pct"": 30.93, ""crm_activity_count"": 49, ""household_count"": 11, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0074
FEAT00000075,Advisor,ADV0075,advisor_growth_features,"{""revenue_ltm"": 141640.88, ""nnm_ltm"": -188779.01, ""managed_revenue_pct"": 29.65, ""crm_activity_count"": 56, ""household_count"": 10, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0075
FEAT00000076,Advisor,ADV0076,advisor_growth_features,"{""revenue_ltm"": 446403.26, ""nnm_ltm"": -1276298.82, ""managed_revenue_pct"": 27.4, ""crm_activity_count"": 45, ""household_count"": 15, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0076
FEAT00000077,Advisor,ADV0077,advisor_growth_features,"{""revenue_ltm"": 22055.88, ""nnm_ltm"": 153820.9, ""managed_revenue_pct"": 24.86, ""crm_activity_count"": 56, ""household_count"": 14, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0077
FEAT00000078,Advisor,ADV0078,advisor_growth_features,"{""revenue_ltm"": 245873.67, ""nnm_ltm"": -814668.97, ""managed_revenue_pct"": 28.51, ""crm_activity_count"": 58, ""household_count"": 18, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0078
FEAT00000079,Advisor,ADV0079,advisor_growth_features,"{""revenue_ltm"": 28879.92, ""nnm_ltm"": 344788.51, ""managed_revenue_pct"": 26.38, ""crm_activity_count"": 60, ""household_count"": 14, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0079
FEAT00000080,Advisor,ADV0080,advisor_growth_features,"{""revenue_ltm"": 13084.38, ""nnm_ltm"": 61913.93, ""managed_revenue_pct"": 28.59, ""crm_activity_count"": 55, ""household_count"": 14, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0080
FEAT00000081,Advisor,ADV0081,advisor_growth_features,"{""revenue_ltm"": 70620.0, ""nnm_ltm"": -391328.08, ""managed_revenue_pct"": 28.79, ""crm_activity_count"": 68, ""household_count"": 13, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0081
FEAT00000082,Advisor,ADV0082,advisor_growth_features,"{""revenue_ltm"": 352206.84, ""nnm_ltm"": 171405.09, ""managed_revenue_pct"": 29.31, ""crm_activity_count"": 38, ""household_count"": 16, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0082
FEAT00000083,Advisor,ADV0083,advisor_growth_features,"{""revenue_ltm"": 96642.07, ""nnm_ltm"": -128422.35, ""managed_revenue_pct"": 25.63, ""crm_activity_count"": 62, ""household_count"": 18, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0083
FEAT00000084,Advisor,ADV0084,advisor_growth_features,"{""revenue_ltm"": 466540.93, ""nnm_ltm"": 1964154.88, ""managed_revenue_pct"": 27.9, ""crm_activity_count"": 68, ""household_count"": 11, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0084
FEAT00000085,Advisor,ADV0085,advisor_growth_features,"{""revenue_ltm"": 98194.74, ""nnm_ltm"": -218313.95, ""managed_revenue_pct"": 27.72, ""crm_activity_count"": 43, ""household_count"": 12, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0085
FEAT00000086,Advisor,ADV0086,advisor_growth_features,"{""revenue_ltm"": 242149.16, ""nnm_ltm"": 2217760.88, ""managed_revenue_pct"": 27.19, ""crm_activity_count"": 52, ""household_count"": 16, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0086
FEAT00000087,Advisor,ADV0087,advisor_growth_features,"{""revenue_ltm"": 63533.3, ""nnm_ltm"": -108143.1, ""managed_revenue_pct"": 28.88, ""crm_activity_count"": 58, ""household_count"": 15, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0087
FEAT00000088,Advisor,ADV0088,advisor_growth_features,"{""revenue_ltm"": 79369.23, ""nnm_ltm"": 494895.19, ""managed_revenue_pct"": 27.34, ""crm_activity_count"": 42, ""household_count"": 14, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0088
FEAT00000089,Advisor,ADV0089,advisor_growth_features,"{""revenue_ltm"": 126927.84, ""nnm_ltm"": 248799.94, ""managed_revenue_pct"": 26.74, ""crm_activity_count"": 61, ""household_count"": 18, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0089
FEAT00000090,Advisor,ADV0090,advisor_growth_features,"{""revenue_ltm"": 96296.54, ""nnm_ltm"": 159192.76, ""managed_revenue_pct"": 27.52, ""crm_activity_count"": 54, ""household_count"": 11, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0090
FEAT00000091,Advisor,ADV0091,advisor_growth_features,"{""revenue_ltm"": 270914.9, ""nnm_ltm"": 202264.71, ""managed_revenue_pct"": 30.38, ""crm_activity_count"": 47, ""household_count"": 17, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0091
FEAT00000092,Advisor,ADV0092,advisor_growth_features,"{""revenue_ltm"": 23314.55, ""nnm_ltm"": -61783.64, ""managed_revenue_pct"": 27.13, ""crm_activity_count"": 68, ""household_count"": 12, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0092
FEAT00000093,Advisor,ADV0093,advisor_growth_features,"{""revenue_ltm"": 48397.14, ""nnm_ltm"": 43792.85, ""managed_revenue_pct"": 25.77, ""crm_activity_count"": 66, ""household_count"": 16, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0093
FEAT00000094,Advisor,ADV0094,advisor_growth_features,"{""revenue_ltm"": 70549.2, ""nnm_ltm"": 118061.99, ""managed_revenue_pct"": 25.11, ""crm_activity_count"": 70, ""household_count"": 13, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0094
FEAT00000095,Advisor,ADV0095,advisor_growth_features,"{""revenue_ltm"": 22905.87, ""nnm_ltm"": 153456.07, ""managed_revenue_pct"": 28.37, ""crm_activity_count"": 68, ""household_count"": 10, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0095
