outcome_id,outcome_type,outcome_value,outcome_summary,created_ts,status,feedback_id
OUT00000031,NNM Impact,1147.48,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000031
OUT00000032,Revenue Impact,14228.39,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000032
OUT00000033,Meeting Scheduled,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000033
OUT00000034,Meeting Scheduled,16621.25,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000034
OUT00000035,Meeting Scheduled,9966.44,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000035
OUT00000036,NNM Impact,11732.3,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000036
OUT00000037,NNM Impact,20301.3,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000037
OUT00000038,Meeting Scheduled,24316.41,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000038
OUT00000039,Meeting Scheduled,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000039
OUT00000040,Revenue Impact,23628.8,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000040
OUT00000041,NNM Impact,36354.74,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000041
OUT00000042,Meeting Scheduled,35557.16,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000042
OUT00000043,Client Engaged,43276.98,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000043
OUT00000044,Revenue Impact,1636.24,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000044
OUT00000045,Revenue Impact,16351.5,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000045
OUT00000046,NNM Impact,914.39,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000046
OUT00000047,Revenue Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000047
OUT00000048,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000048
OUT00000049,Meeting Scheduled,34283.58,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000049
OUT00000050,Client Engaged,29072.26,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000050
OUT00000051,Meeting Scheduled,40628.54,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000051
OUT00000052,Meeting Scheduled,7633.22,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000052
OUT00000053,NNM Impact,7741.03,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000053
OUT00000054,NNM Impact,28571.98,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000054
OUT00000055,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000055
OUT00000056,Client Engaged,21911.27,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000056
OUT00000057,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000057
OUT00000058,Client Engaged,15279.8,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000058
OUT00000059,Client Engaged,2183.76,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000059
OUT00000060,Meeting Scheduled,2622.1,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000060
OUT00000061,Revenue Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000061
OUT00000062,NNM Impact,23431.26,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000062
OUT00000063,Revenue Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000063
OUT00000064,Revenue Impact,31944.01,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000064
OUT00000065,Revenue Impact,10145.45,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000065
OUT00000066,NNM Impact,19765.76,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000066
OUT00000067,NNM Impact,34681.13,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000067
OUT00000068,NNM Impact,25307.15,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000068
OUT00000069,Client Engaged,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000069
OUT00000070,Meeting Scheduled,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000070
OUT00000071,Revenue Impact,4735.85,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000071
OUT00000072,Revenue Impact,46548.38,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000072
OUT00000073,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000073
OUT00000074,Client Engaged,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000074
OUT00000075,Meeting Scheduled,33156.83,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000075
OUT00000076,Meeting Scheduled,980.48,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000076
OUT00000077,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000077
OUT00000078,Revenue Impact,28786.03,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000078
OUT00000079,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000079
OUT00000080,Revenue Impact,3397.32,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000080
OUT00000081,Revenue Impact,11286.39,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000081
OUT00000082,Meeting Scheduled,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000082
OUT00000083,NNM Impact,19609.43,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000083
OUT00000084,Revenue Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000084
OUT00000085,Meeting Scheduled,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000085
OUT00000086,NNM Impact,4163.51,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000086
OUT00000087,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000087
OUT00000088,NNM Impact,46152.84,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000088
OUT00000089,Client Engaged,22814.49,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000089
OUT00000090,Revenue Impact,8365.35,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000090
OUT00000091,Client Engaged,39062.73,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000091
OUT00000092,NNM Impact,10752.85,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000092
OUT00000093,Revenue Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000093
OUT00000094,Revenue Impact,1505.91,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000094
OUT00000095,Revenue Impact,17525.31,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000095
OUT00000096,Meeting Scheduled,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000096
OUT00000097,Client Engaged,9808.14,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000097
OUT00000098,Client Engaged,49148.48,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000098
OUT00000099,Client Engaged,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000099
OUT00000100,NNM Impact,23471.7,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000100
OUT00000101,Revenue Impact,7651.33,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000101
OUT00000102,Client Engaged,27972.66,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000102
OUT00000103,Revenue Impact,14723.83,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000103
OUT00000104,Revenue Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000104
OUT00000105,Revenue Impact,8253.19,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000105
OUT00000106,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000106
OUT00000107,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000107
OUT00000108,Meeting Scheduled,30526.39,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000108
OUT00000109,Meeting Scheduled,18342.79,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000109
OUT00000110,Client Engaged,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000110
OUT00000111,Meeting Scheduled,5786.61,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000111
OUT00000112,Revenue Impact,26465.96,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000112
OUT00000113,NNM Impact,13682.43,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000113
OUT00000114,Client Engaged,29047.47,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000114
OUT00000115,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000115
OUT00000116,Client Engaged,7545.73,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000116
OUT00000117,NNM Impact,19917.22,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000117
OUT00000118,Client Engaged,14054.61,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000118
OUT00000119,NNM Impact,7118.82,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000119
OUT00000120,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000120
OUT00000121,NNM Impact,16350.87,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000121
OUT00000122,NNM Impact,36734.69,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000122
OUT00000123,Revenue Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000123
OUT00000124,Client Engaged,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000124
OUT00000125,Client Engaged,2620.24,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000125
OUT00000126,Meeting Scheduled,12566.08,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000126
OUT00000127,Client Engaged,31186.12,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000127
OUT00000128,Client Engaged,24772.69,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000128
OUT00000129,Client Engaged,27379.71,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000129
OUT00000130,Client Engaged,25542.25,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000130
OUT00000131,Client Engaged,23451.14,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000131
OUT00000132,Meeting Scheduled,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000132
OUT00000133,Meeting Scheduled,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000133
OUT00000134,NNM Impact,47205.68,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000134
OUT00000135,Revenue Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000135
OUT00000136,Revenue Impact,10887.83,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000136
OUT00000137,Client Engaged,4616.66,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000137
OUT00000138,Revenue Impact,36188.57,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000138
OUT00000139,Client Engaged,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000139
OUT00000140,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000140
OUT00000141,Revenue Impact,1149.69,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000141
OUT00000142,NNM Impact,4402.65,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000142
OUT00000143,NNM Impact,9500.36,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000143
OUT00000144,Revenue Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000144
OUT00000145,Client Engaged,14381.16,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000145
OUT00000146,Revenue Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000146
OUT00000147,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000147
OUT00000148,Client Engaged,17520.4,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000148
OUT00000149,Meeting Scheduled,11878.14,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000149
OUT00000150,Client Engaged,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000150
OUT00000151,Revenue Impact,33192.24,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000151
OUT00000152,Client Engaged,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000152
OUT00000153,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000153
OUT00000154,Client Engaged,3876.65,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000154
OUT00000155,NNM Impact,25861.25,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000155
OUT00000156,Revenue Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000156
OUT00000157,Client Engaged,14069.08,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000157
OUT00000158,NNM Impact,15663.56,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000158
OUT00000159,Revenue Impact,3091.98,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000159
OUT00000160,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000160
OUT00000161,Meeting Scheduled,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000161
OUT00000162,Revenue Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000162
OUT00000163,NNM Impact,9498.58,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000163
OUT00000164,Client Engaged,16023.13,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000164
OUT00000165,Client Engaged,39722.2,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000165
OUT00000166,Client Engaged,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000166
OUT00000167,Revenue Impact,14973.66,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000167
OUT00000168,Revenue Impact,2239.84,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000168
OUT00000169,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000169
OUT00000170,Revenue Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000170
OUT00000171,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000171
OUT00000172,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000172
OUT00000173,Revenue Impact,8852.56,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000173
OUT00000174,Revenue Impact,44392.51,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000174
OUT00000175,NNM Impact,16051.6,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000175
OUT00000176,Client Engaged,9704.15,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000176
OUT00000177,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000177
OUT00000178,NNM Impact,12448.81,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000178
OUT00000179,Revenue Impact,19717.35,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000179
OUT00000180,NNM Impact,31510.56,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000180
OUT00000181,Meeting Scheduled,19141.22,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000181
OUT00000182,NNM Impact,25695.29,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000182
OUT00000183,Meeting Scheduled,13138.72,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000183
OUT00000184,NNM Impact,13604.95,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000184
OUT00000185,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000185
OUT00000186,Client Engaged,9492.71,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000186
OUT00000187,NNM Impact,7177.04,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000187
OUT00000188,Meeting Scheduled,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000188
OUT00000189,NNM Impact,34132.86,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000189
OUT00000190,Client Engaged,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000190
OUT00000191,NNM Impact,4606.6,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000191
OUT00000192,NNM Impact,18642.19,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000192
OUT00000193,Meeting Scheduled,20046.46,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000193
OUT00000194,Client Engaged,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000194
OUT00000195,Client Engaged,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000195
OUT00000196,Revenue Impact,26902.84,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000196
OUT00000197,Client Engaged,8245.88,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000197
OUT00000198,NNM Impact,34133.27,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000198
OUT00000199,NNM Impact,8183.22,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000199
OUT00000200,Revenue Impact,36868.74,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000200
OUT00000201,Client Engaged,50190.96,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000201
OUT00000202,Meeting Scheduled,5086.35,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000202
OUT00000203,Meeting Scheduled,5765.89,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000203
OUT00000204,Client Engaged,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000204
OUT00000205,Client Engaged,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000205
OUT00000206,Client Engaged,28639.86,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000206
OUT00000207,Client Engaged,26712.73,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000207
OUT00000208,Revenue Impact,32673.64,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000208
OUT00000209,Meeting Scheduled,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000209
OUT00000210,Client Engaged,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000210
OUT00000211,Meeting Scheduled,36825.86,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000211
OUT00000212,NNM Impact,23267.81,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000212
OUT00000213,NNM Impact,27230.43,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000213
OUT00000214,Revenue Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000214
OUT00000215,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000215
OUT00000216,Client Engaged,23242.73,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000216
OUT00000217,Client Engaged,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000217
OUT00000218,Revenue Impact,41293.37,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000218
OUT00000219,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000219
OUT00000220,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000220
OUT00000221,Client Engaged,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000221
OUT00000222,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000222
OUT00000223,Revenue Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000223
OUT00000224,Client Engaged,9634.15,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000224
OUT00000225,Client Engaged,42999.38,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000225
OUT00000226,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000226
OUT00000227,Meeting Scheduled,47652.63,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000227
OUT00000228,NNM Impact,25216.61,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000228
OUT00000229,Revenue Impact,12528.13,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000229
OUT00000230,Client Engaged,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000230
OUT00000231,Revenue Impact,14021.4,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000231
OUT00000232,Meeting Scheduled,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000232
OUT00000233,NNM Impact,46942.36,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000233
OUT00000234,Revenue Impact,6642.66,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000234
OUT00000235,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000235
OUT00000236,NNM Impact,38397.03,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000236
OUT00000237,Client Engaged,31269.59,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000237
OUT00000238,NNM Impact,29529.56,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000238
OUT00000239,Client Engaged,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000239
OUT00000240,NNM Impact,31731.16,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000240
OUT00000241,Client Engaged,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000241
OUT00000242,NNM Impact,32754.53,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000242
OUT00000243,Revenue Impact,27234.63,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000243
OUT00000244,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000244
OUT00000245,Client Engaged,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000245
OUT00000246,Client Engaged,6460.65,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000246
OUT00000247,Client Engaged,43649.62,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000247
