memory_id,memory_type,scope_type,scope_id,title,summary,facts_json,confidence,valid_from,valid_to,created_ts,source,status,advisor_id
MEM00000024,Recommendation Memory,Advisor,ADV0006,Recommendation Memory for ADV0006,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0006"", ""managed_revenue_pct"": 28.48, ""crm_activity_count"": 47}",0.8095,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0006
MEM00000025,Advisor Memory,Advisor,ADV0007,Advisor Memory for ADV0007,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0007"", ""managed_revenue_pct"": 30.91, ""crm_activity_count"": 65}",0.9126,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0007
MEM00000026,Revenue Memory,Advisor,ADV0007,Revenue Memory for ADV0007,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0007"", ""managed_revenue_pct"": 30.91, ""crm_activity_count"": 65}",0.7376,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0007
MEM00000027,CRM Memory,Advisor,ADV0007,CRM Memory for ADV0007,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0007"", ""managed_revenue_pct"": 30.91, ""crm_activity_count"": 65}",0.78,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0007
MEM00000028,Recommendation Memory,Advisor,ADV0007,Recommendation Memory for ADV0007,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0007"", ""managed_revenue_pct"": 30.91, ""crm_activity_count"": 65}",0.7574,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0007
MEM00000029,Advisor Memory,Advisor,ADV0008,Advisor Memory for ADV0008,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0008"", ""managed_revenue_pct"": 30.91, ""crm_activity_count"": 42}",0.8113,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0008
MEM00000030,Revenue Memory,Advisor,ADV0008,Revenue Memory for ADV0008,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0008"", ""managed_revenue_pct"": 30.91, ""crm_activity_count"": 42}",0.703,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0008
MEM00000031,CRM Memory,Advisor,ADV0008,CRM Memory for ADV0008,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0008"", ""managed_revenue_pct"": 30.91, ""crm_activity_count"": 42}",0.9232,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0008
MEM00000032,Recommendation Memory,Advisor,ADV0008,Recommendation Memory for ADV0008,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0008"", ""managed_revenue_pct"": 30.91, ""crm_activity_count"": 42}",0.9006,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0008
MEM00000033,Advisor Memory,Advisor,ADV0009,Advisor Memory for ADV0009,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0009"", ""managed_revenue_pct"": 28.29, ""crm_activity_count"": 49}",0.7048,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0009
MEM00000034,Revenue Memory,Advisor,ADV0009,Revenue Memory for ADV0009,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0009"", ""managed_revenue_pct"": 28.29, ""crm_activity_count"": 49}",0.9103,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0009
MEM00000035,CRM Memory,Advisor,ADV0009,CRM Memory for ADV0009,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0009"", ""managed_revenue_pct"": 28.29, ""crm_activity_count"": 49}",0.8787,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0009
MEM00000036,Recommendation Memory,Advisor,ADV0009,Recommendation Memory for ADV0009,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0009"", ""managed_revenue_pct"": 28.29, ""crm_activity_count"": 49}",0.922,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0009
MEM00000037,Advisor Memory,Advisor,ADV0010,Advisor Memory for ADV0010,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0010"", ""managed_revenue_pct"": 23.59, ""crm_activity_count"": 68}",0.8247,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0010
MEM00000038,Revenue Memory,Advisor,ADV0010,Revenue Memory for ADV0010,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0010"", ""managed_revenue_pct"": 23.59, ""crm_activity_count"": 68}",0.75,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0010
MEM00000039,CRM Memory,Advisor,ADV0010,CRM Memory for ADV0010,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0010"", ""managed_revenue_pct"": 23.59, ""crm_activity_count"": 68}",0.8482,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0010
MEM00000040,Recommendation Memory,Advisor,ADV0010,Recommendation Memory for ADV0010,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0010"", ""managed_revenue_pct"": 23.59, ""crm_activity_count"": 68}",0.7325,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0010
MEM00000041,Advisor Memory,Advisor,ADV0011,Advisor Memory for ADV0011,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0011"", ""managed_revenue_pct"": 24.51, ""crm_activity_count"": 36}",0.812,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0011
MEM00000042,Revenue Memory,Advisor,ADV0011,Revenue Memory for ADV0011,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0011"", ""managed_revenue_pct"": 24.51, ""crm_activity_count"": 36}",0.8505,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0011
MEM00000043,CRM Memory,Advisor,ADV0011,CRM Memory for ADV0011,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0011"", ""managed_revenue_pct"": 24.51, ""crm_activity_count"": 36}",0.8825,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0011
MEM00000044,Recommendation Memory,Advisor,ADV0011,Recommendation Memory for ADV0011,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0011"", ""managed_revenue_pct"": 24.51, ""crm_activity_count"": 36}",0.823,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0011
MEM00000045,Advisor Memory,Advisor,ADV0012,Advisor Memory for ADV0012,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0012"", ""managed_revenue_pct"": 26.84, ""crm_activity_count"": 40}",0.8344,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0012
MEM00000046,Revenue Memory,Advisor,ADV0012,Revenue Memory for ADV0012,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0012"", ""managed_revenue_pct"": 26.84, ""crm_activity_count"": 40}",0.7246,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0012
MEM00000047,CRM Memory,Advisor,ADV0012,CRM Memory for ADV0012,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0012"", ""managed_revenue_pct"": 26.84, ""crm_activity_count"": 40}",0.8937,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0012
MEM00000048,Recommendation Memory,Advisor,ADV0012,Recommendation Memory for ADV0012,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0012"", ""managed_revenue_pct"": 26.84, ""crm_activity_count"": 40}",0.7476,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0012
MEM00000049,Advisor Memory,Advisor,ADV0013,Advisor Memory for ADV0013,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0013"", ""managed_revenue_pct"": 25.62, ""crm_activity_count"": 44}",0.9271,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0013
MEM00000050,Revenue Memory,Advisor,ADV0013,Revenue Memory for ADV0013,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0013"", ""managed_revenue_pct"": 25.62, ""crm_activity_count"": 44}",0.8289,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0013
MEM00000051,CRM Memory,Advisor,ADV0013,CRM Memory for ADV0013,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0013"", ""managed_revenue_pct"": 25.62, ""crm_activity_count"": 44}",0.9153,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0013
MEM00000052,Recommendation Memory,Advisor,ADV0013,Recommendation Memory for ADV0013,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0013"", ""managed_revenue_pct"": 25.62, ""crm_activity_count"": 44}",0.839,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0013
MEM00000053,Advisor Memory,Advisor,ADV0014,Advisor Memory for ADV0014,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0014"", ""managed_revenue_pct"": 27.14, ""crm_activity_count"": 65}",0.7532,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0014
MEM00000054,Revenue Memory,Advisor,ADV0014,Revenue Memory for ADV0014,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0014"", ""managed_revenue_pct"": 27.14, ""crm_activity_count"": 65}",0.8262,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0014
MEM00000055,CRM Memory,Advisor,ADV0014,CRM Memory for ADV0014,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0014"", ""managed_revenue_pct"": 27.14, ""crm_activity_count"": 65}",0.8034,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0014
MEM00000056,Recommendation Memory,Advisor,ADV0014,Recommendation Memory for ADV0014,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0014"", ""managed_revenue_pct"": 27.14, ""crm_activity_count"": 65}",0.7829,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0014
MEM00000057,Advisor Memory,Advisor,ADV0015,Advisor Memory for ADV0015,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0015"", ""managed_revenue_pct"": 25.26, ""crm_activity_count"": 35}",0.8118,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0015
MEM00000058,Revenue Memory,Advisor,ADV0015,Revenue Memory for ADV0015,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0015"", ""managed_revenue_pct"": 25.26, ""crm_activity_count"": 35}",0.8404,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0015
MEM00000059,CRM Memory,Advisor,ADV0015,CRM Memory for ADV0015,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0015"", ""managed_revenue_pct"": 25.26, ""crm_activity_count"": 35}",0.8522,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0015
MEM00000060,Recommendation Memory,Advisor,ADV0015,Recommendation Memory for ADV0015,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0015"", ""managed_revenue_pct"": 25.26, ""crm_activity_count"": 35}",0.75,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0015
MEM00000061,Advisor Memory,Advisor,ADV0016,Advisor Memory for ADV0016,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0016"", ""managed_revenue_pct"": 29.92, ""crm_activity_count"": 66}",0.9409,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0016
MEM00000062,Revenue Memory,Advisor,ADV0016,Revenue Memory for ADV0016,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0016"", ""managed_revenue_pct"": 29.92, ""crm_activity_count"": 66}",0.8396,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0016
MEM00000063,CRM Memory,Advisor,ADV0016,CRM Memory for ADV0016,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0016"", ""managed_revenue_pct"": 29.92, ""crm_activity_count"": 66}",0.7403,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0016
MEM00000064,Recommendation Memory,Advisor,ADV0016,Recommendation Memory for ADV0016,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0016"", ""managed_revenue_pct"": 29.92, ""crm_activity_count"": 66}",0.9499,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0016
MEM00000065,Advisor Memory,Advisor,ADV0017,Advisor Memory for ADV0017,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0017"", ""managed_revenue_pct"": 29.15, ""crm_activity_count"": 57}",0.9028,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0017
MEM00000066,Revenue Memory,Advisor,ADV0017,Revenue Memory for ADV0017,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0017"", ""managed_revenue_pct"": 29.15, ""crm_activity_count"": 57}",0.8632,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0017
MEM00000067,CRM Memory,Advisor,ADV0017,CRM Memory for ADV0017,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0017"", ""managed_revenue_pct"": 29.15, ""crm_activity_count"": 57}",0.8207,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0017
MEM00000068,Recommendation Memory,Advisor,ADV0017,Recommendation Memory for ADV0017,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0017"", ""managed_revenue_pct"": 29.15, ""crm_activity_count"": 57}",0.7821,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0017
MEM00000069,Advisor Memory,Advisor,ADV0018,Advisor Memory for ADV0018,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0018"", ""managed_revenue_pct"": 27.6, ""crm_activity_count"": 51}",0.9275,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0018
MEM00000070,Revenue Memory,Advisor,ADV0018,Revenue Memory for ADV0018,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0018"", ""managed_revenue_pct"": 27.6, ""crm_activity_count"": 51}",0.8713,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0018
MEM00000071,CRM Memory,Advisor,ADV0018,CRM Memory for ADV0018,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0018"", ""managed_revenue_pct"": 27.6, ""crm_activity_count"": 51}",0.7586,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0018
MEM00000072,Recommendation Memory,Advisor,ADV0018,Recommendation Memory for ADV0018,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0018"", ""managed_revenue_pct"": 27.6, ""crm_activity_count"": 51}",0.7331,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0018
MEM00000073,Advisor Memory,Advisor,ADV0019,Advisor Memory for ADV0019,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0019"", ""managed_revenue_pct"": 26.83, ""crm_activity_count"": 54}",0.7803,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0019
MEM00000074,Revenue Memory,Advisor,ADV0019,Revenue Memory for ADV0019,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0019"", ""managed_revenue_pct"": 26.83, ""crm_activity_count"": 54}",0.95,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0019
MEM00000075,CRM Memory,Advisor,ADV0019,CRM Memory for ADV0019,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0019"", ""managed_revenue_pct"": 26.83, ""crm_activity_count"": 54}",0.7295,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0019
MEM00000076,Recommendation Memory,Advisor,ADV0019,Recommendation Memory for ADV0019,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0019"", ""managed_revenue_pct"": 26.83, ""crm_activity_count"": 54}",0.9424,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0019
MEM00000077,Advisor Memory,Advisor,ADV0020,Advisor Memory for ADV0020,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0020"", ""managed_revenue_pct"": 28.42, ""crm_activity_count"": 69}",0.8119,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0020
MEM00000078,Revenue Memory,Advisor,ADV0020,Revenue Memory for ADV0020,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0020"", ""managed_revenue_pct"": 28.42, ""crm_activity_count"": 69}",0.9471,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0020
MEM00000079,CRM Memory,Advisor,ADV0020,CRM Memory for ADV0020,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0020"", ""managed_revenue_pct"": 28.42, ""crm_activity_count"": 69}",0.9292,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0020
MEM00000080,Recommendation Memory,Advisor,ADV0020,Recommendation Memory for ADV0020,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0020"", ""managed_revenue_pct"": 28.42, ""crm_activity_count"": 69}",0.9474,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0020
MEM00000081,Advisor Memory,Advisor,ADV0021,Advisor Memory for ADV0021,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0021"", ""managed_revenue_pct"": 25.16, ""crm_activity_count"": 41}",0.8615,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0021
MEM00000082,Revenue Memory,Advisor,ADV0021,Revenue Memory for ADV0021,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0021"", ""managed_revenue_pct"": 25.16, ""crm_activity_count"": 41}",0.7187,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0021
